parent_name	code	description	tags	budget_total	FOP	util	rozvytok	prc
Міністерство фінансів України (загальнодержавні витрати)	3511340	Субвенція з державного бюджету місцевим бюджетам на виплату допомоги сім'ям з дітьми, малозабезпеченим сім'ям, інвалідам з дитинства, дітям-інвалідам, тимчасової державної допомоги дітям та допомоги по догляду за інвалідами І чи ІІ групи внаслідок психічного розладу	Міністерство фінансів України	53929901.3	0	0	0	14.37010901
Міністерство фінансів України (загальнодержавні витрати)	3511350	Обслуговування державного боргу 	Міністерство фінансів України	111338374.6	0	0	0	16.22665186
Міністерство фінансів України (загальнодержавні витрати)	3511370	Субвенція з державного бюджету міському бюджету міста Жовті Води на виконання заходів щодо радіаційного та соціального захисту населення міста Жовті Води	Міністерство фінансів України	8480.1	0	0	2858.1	0.059711463
Міністерство фінансів України (загальнодержавні витрати)	3511590	Обслуговування та погашення зобов’язань за залученими коштами під державні гарантії для здійснення капітальних видатків розпорядниками бюджетних коштів	Міністерство фінансів України	16318.2	0	0	0	-34.65891595
Міністерство фінансів України (загальнодержавні витрати)	3511650	Реалізація програм допомоги Європейського Союзу, урядів іноземних держав, міжнародних організацій, донорських установ	Міністерство фінансів України	907920	0	0	907920	-
Міністерство фінансів України (загальнодержавні витрати)	3511670	Cубвенція з державного бюджету міському бюджету міста Дніпра на завершення будівництва метрополітену у м. Дніпрі	Міністерство фінансів України	648528	0	0	648528	27.32437576
Міністерство фінансів України (загальнодержавні витрати)	3511680	Фінансування спільних з Європейським інвестиційним банком проектів	Міністерство фінансів України	55000	0	0	55000	-81.22200422
Апарат Міністерства юстиції України	3601010	Керівництво та управління у сфері юстиції	Міністерство юстиції України	2932990.6	1814546.8	129692.1	45145.7	48.75237399
Апарат Міністерства юстиції України	3601020	Виконання покарань установами і органами Державної кримінально-виконавчої служби України	Міністерство юстиції України	3584454.3	2172259.6	383778.2	3074.1	-
Апарат Міністерства юстиції України	3601030	Забезпечення діяльності органів пробації	Міністерство юстиції України	317387.7	250000	8745	0	-
Апарат Міністерства юстиції України	3601060	Підготовка робітничих кадрів у професійно-технічних закладах соціальної адаптації при установах виконання покарань	Міністерство юстиції України	3793.2	0	2953.9	0	-
Апарат Міністерства юстиції України	3601070	Проведення судової експертизи і розробка методики проведення судових експертиз	Міністерство юстиції України	109193.8	76694.1	4071.9	839.2	3.215239753
Апарат Міністерства юстиції України	3601090	Підвищення кваліфікації працівників органів юстиції 	Міністерство юстиції України	11081.1	5244.4	2110.5	69.1	12.63764113
Апарат Міністерства юстиції України	3601150	Забезпечення захисту прав та інтересів України під час урегулювання спорів, розгляду у закордонних юрисдикційних органах справ за участю іноземного суб’єкта та України, а також забезпечення представництва України в Європейському суді з прав людини	Міністерство юстиції України	144553	0	0	0	-31.76790064
Апарат Міністерства юстиції України	3601170	Платежі на виконання рішень закордонних юрисдикційних органів, прийнятих за наслідками розгляду справ проти України	Міністерство юстиції України	640824.8	0	0	0	0.861771546
Апарат Міністерства юстиції України	3601810	Завершення реконструкції режимного корпусу для тримання засуджених до довічного позбавлення волі у Полтавській установі виконання покарань № 23	Міністерство юстиції України	8157.8	0	0	8157.8	-
Апарат Міністерства юстиції України	3601820	Створення слідчого ізолятора в Київській області	Міністерство юстиції України	23605.8	0	0	23605.8	-
Апарат Міністерства юстиції України	3601830	Завершення будівництва лікувального корпусу в Голопристанській виправній колонії № 7 у Херсонській області	Міністерство юстиції України	5265.6	0	0	5265.6	-
Координаційний центр з надання правової допомоги	3603020	Забезпечення формування та функціонування системи безоплатної правової допомоги	Міністерство юстиції України	260873.7	161086.4	24102.3	0	43.56381939
Координаційний центр з надання правової допомоги	3603030	Оплата послуг та відшкодування витрат адвокатів з надання безоплатної вторинної правової допомоги	Міністерство юстиції України	97671.2	0	0	0	-6.474831376
Державна архівна служба України	3609010	Керівництво та управління у сфері архівної справи	Міністерство юстиції України	17237.5	13728.1	255.9	0	96.74278815
Державна архівна служба України	3609020	Прикладні розробки у сфері архівної справи та страхового фонду документації	Міністерство юстиції України	8399.7	0	0	8399.7	28.90374674
Державна архівна служба України	3609030	Забезпечення діяльності архівних установ та установ страхового фонду документації	Міністерство юстиції України	141980.8	103744.5	4661.2	120	58.32521716
Міністерство інформаційної політики України	3801010	Керівництво та управління у сфері інформаційної політики	Міністерство інформаційної політики України	8596.9	6084	228.3	0	80.87166767
Міністерство інформаційної політики України	3801020	Виробництво та трансляція телерадіопрограм для державних потреб, збирання, обробка та розповсюдження офіційної інформаційної продукції, фінансування системи державного іномовлення України	Міністерство інформаційної політики України	219644.8	17335.8	1407	105	103.999652
Міністерство інформаційної політики України	3801030	Здійснення заходів у сфері захисту національного інформаційного простору	Міністерство інформаційної політики України	33600	0	0	0	-
Державна інспекція ядерного регулювання України	5271010	Керівництво та управління у сфері ядерного регулювання	Комітети, Комісії, Ради та інше	50372	39449.5	1183.3	0	99.01483123
Державна інспекція ядерного регулювання України	5271020	Забезпечення ведення Державного регістру джерел іонізуючого випромінювання 	Комітети, Комісії, Ради та інше	413.8	0	0	413.8	0.01023546
Національна комісія, що здійснює державне регулювання у сфері ринків фінансових послуг	5501010	Керівництво та управління у сфері регулювання ринків фінансових послуг	Комітети, Комісії, Ради та інше	52234.7	40000.2	1365.4	0	93.78284653
Національна комісія, що здійснює державне регулювання у сфері зв'язку та інформатизації	5561010	Керівництво та управління у сфері регулювання зв'язку та інформатизації	Комітети, Комісії, Ради та інше	59434.8	45139	2291.2	0	92.13549372
Головне управління розвідки Міністерства оборони України	5961010	Розвідувальна діяльність у сфері оборони	Міністерство оборони України	1398269.5	840751	30170.4	152631.1	8.696443415
Головне управління розвідки Міністерства оборони України	5961040	Будівництво (придбання) житла для військовослужбовців Головного управління розвідки Міністерства оборони України	Міністерство оборони України	20695	0	0	20695	-
Вища рада правосуддя	5981010	Формування суддівського корпусу та контроль за його діяльністю	Комітети, Комісії, Ради та інше	133292.7	101073.5	2294.8	3000	323.5149316
Секретаріат Уповноваженого Верховної Ради України з прав людини	5991010	Парламентський контроль за додержанням конституційних прав і свобод людини	Комітети, Комісії, Ради та інше	51323.8	39900	1564.6	0	67.07654717
Антимонопольний комітет України	6011010	Керівництво та управління  у сфері конкурентної політики, контроль за дотриманням законодавства про захист економічної конкуренції	Комітети, Комісії, Ради та інше	122261.8	84377.3	6352.5	1225.7	68.46950393
Антимонопольний комітет України	6011020	Прикладні розробки у сфері конкурентної політики та права	Комітети, Комісії, Ради та інше	1181.9	0	0	1181.9	28.94900603
Національне агентство України з питань державної служби	6121010	Керівництво та  функціональне управління у сфері державної служби	Комітети, Комісії, Ради та інше	43696.8	29292.4	3017.9	0	68.91714489
Національне агентство України з питань державної служби	6121020	Професійне навчання державних службовців та посадових осіб місцевого самоврядування, забезпечення інституційного розвитку та адаптації державної служби до стандартів ЄС 	Комітети, Комісії, Ради та інше	74707.2	19665.4	1608.8	80	66.11529527
Національна комісія з цінних паперів та фондового ринку	6151010	Керівництво та управління у сфері фондового ринку	Комітети, Комісії, Ради та інше	86977.4	60525.7	2943.5	0	63.7788946
Національне антикорупційне бюро України	6321010	Забезпечення діяльності Національного антикорупційного бюро України	Комітети, Комісії, Ради та інше	773556.8	411149.3	8756.7	124617	62.27687851
Національне агентство з питань запобігання корупції	6331010	Керівництво та управління у сфері запобігання корупції	Комітети, Комісії, Ради та інше	162888.3	63736.4	2112.6	66200	131.8448237
Національне агентство з питань запобігання корупції	6331020	Фінансування статутної діяльності політичних партій	Комітети, Комісії, Ради та інше	442399.4	0	0	0	173.3256272
Національна комісія, що здійснює державне регулювання у сферах енергетики та комунальних послуг	6341010	Керівництво та управління у сфері регулювання енергетики та комунальних послуг	Комітети, Комісії, Ради та інше	104040.8	81593.1	2292.2	0	95.66778493
Державне космічне агентство України	6381010	Керівництво та управління у сфері космічної діяльності	Комітети, Комісії, Ради та інше	22484.4	17113.1	1239.6	0	47.64335494
Державне космічне агентство України	6381020	Виконання робіт за державними цільовими програмами і державним замовленням у сфері космічної галузі, в тому числі загальнодержавної цільової науково-технічної космічної програми України	Комітети, Комісії, Ради та інше	29000	0	0	29000	-83.60815703
Державне космічне агентство України	6381030	Надання позашкільної освіти Національним центром аерокосмічної освіти молоді ім. О.М. Макарова	Комітети, Комісії, Ради та інше	7230.5	4676.2	1062.3	20	42.46402002
Державне космічне агентство України	6381050	Управління та випробування космічних засобів	Комітети, Комісії, Ради та інше	149158	105995.5	10281.1	825.4	18.33392733
Державне космічне агентство України	6381120	Утилізація твердого ракетного палива	Комітети, Комісії, Ради та інше	264401	0	0	264401	5.099951902
Державне космічне агентство України	6381130	"Виконання боргових зобов'язань за кредитом, залученим під державну гарантію для реалізації проекту ""Створення Національної супутникової системи зв'язку"""	Комітети, Комісії, Ради та інше	1497262	0	0	1497262	3.976223883
Державне космічне агентство України	6381210	Виконання державних цільових програм реформування та розвитку оборонно-промислового комплексу, розроблення, освоєння і впровадження нових технологій, нарощування наявних виробничих потужностей на підприємствах космічної галузі для виготовлення продукції оборонного призначення	Комітети, Комісії, Ради та інше	941200	0	0	941200	-
Державне бюро розслідувань	6421010	Забезпечення діяльності Державного бюро розслідувань	Комітети, Комісії, Ради та інше	640684.9	456271.2	3840	45600	-
Національне агентство України з питань виявлення, розшуку та управління активами, одержаними від корупційних та інших злочинів	6431010	Керівництво та управління у сфері розшуку та управління активами, одержаними від корупційних та інших злочинів	Комітети, Комісії, Ради та інше	40011.7	28412.6	548.3	0	-
Національна рада України з питань телебачення і радіомовлення	6441010	Керівництво та управління здійсненням контролю у сфері телебачення і радіомовлення	Комітети, Комісії, Ради та інше	47602.2	32080.7	1011.1	5906.4	67.45722094
Рада національної безпеки і оборони України	6501010	Інформаційно-аналітичне забезпечення координаційної діяльності у сфері національної безпеки і оборони	Комітети, Комісії, Ради та інше	128120	60877.4	0	33415	89.13855371
Рахункова палата	6511010	Керівництво та управління у сфері контролю за виконанням державного бюджету	Комітети, Комісії, Ради та інше	149165.9	97600	4218.6	8000	81.03466386
Служба безпеки України	6521010	Забезпечення заходів у сфері безпеки держави та діяльності органів системи Служби безпеки України	Служба безпеки України	6015372	4419855.9	211094.8	205819.7	11.91232172
Служба безпеки України	6521050	Медичне обслуговування і оздоровлення особового складу та утримання закладів дошкільної освіти Служби безпеки України	Служба безпеки України	162527.1	23877.6	33870.5	31117.9	23.71762214
Служба безпеки України	6521070	Підготовка та перепідготовка кадрів Служби безпеки України вищими навчальними закладами III та IV рівнів акредитації	Служба безпеки України	57211.6	1801.6	11951.7	8339.8	34.05721948
Служба безпеки України	6521100	Будівництво (придбання) житла для військовослужбовців Служби безпеки України	Служба безпеки України	120100	0	0	120100	-23.40392507
Служба безпеки України	6521200	Забезпечення заходів спеціальними підрозділами по боротьбі з організованою злочинністю та корупцією Служби безпеки України	Служба безпеки України	31129.1	0	0	5818.1	5.363395768
Служба безпеки України	6521230	Видатки для Служби безпеки України на реалізацію заходів щодо підвищення обороноздатності і безпеки держави	Служба безпеки України	100000	0	0	100000	-
Служба безпеки України	6524010	Координація діяльності у запобіганні терористичним актам та боротьба з тероризмом на території України	Служба безпеки України	11460.2	0	0	8748.5	-58.7061059
Національна академія наук України	6541020	Наукова і організаційна діяльність президії Національної академії наук України	Національна академія	81361.8	40010	3072.5	147	20.98536008
Національна академія наук України	6541030	Фундаментальні дослідження, прикладні наукові і науково-технічні розробки, виконання робіт за державними цільовими програмами і державним замовленням, підготовка наукових кадрів, фінансова підтримка розвитку наукової інфраструктури та наукових об'єктів, що становлять національне надбання, забезпечення діяльності наукових бібліотек	Національна академія	3173890.7	0	0	3173890.7	24.65462083
Національна академія наук України	6541080	Підготовка кадрів з пріоритетних напрямів науки вищими навчальними закладами ІІІ і ІV рівнів акредитації	Національна академія	3867.2	0	0	0	75.80056971
Національна академія наук України	6541100	Медичне обслуговування працівників Національної академії наук України	Національна академія	65284.9	38939.4	8271.6	4915.8	58.57699292
Національна академія наук України	6541140	Здійснення науково-дослідницьких та дослідно-конструкторських робіт Інститутом проблем безпеки атомних електростанцій Національної академії наук України	Національна академія	41483.7	0	0	41483.7	16.32904361
Національна академія наук України	6541200	Підвищення кваліфікації з пріоритетних напрямів науки та підготовка до державної атестації наукових кадрів Національної академії наук України	Національна академія	9858.2	7883.8	80.3	20	43.3701066
Національна академія педагогічних наук України	6551020	Наукова і організаційна діяльність президії Національної академії педагогічних наук України	Національна академія	19992.6	8215.6	1255.9	56	53.44420781
Національна академія педагогічних наук України	6551030	Фундаментальні дослідження, прикладні наукові і науково-технічні розробки, виконання робіт за державними цільовими програмами і державним замовленням у сфері педагогічних наук, підготовка наукових кадрів, фінансова підтримка розвитку наукової інфраструктури та об'єктів, що становлять національне надбання	Національна академія	127382.6	0	0	127382.6	65.79220985
Національна академія педагогічних наук України	6551060	Підвищення кваліфікації керівних кадрів і спеціалістів у сфері освіти закладами післядипломної освіти III і IV рівнів акредитації	Національна академія	35382.1	23224.8	3004.3	681.8	44.93597148
Національна академія медичних наук України	6561040	Фундаментальні дослідження, прикладні наукові і науково-технічні розробки, виконання робіт за державними цільовими програмами і державним замовленням у сфері профілактики і лікування хвороб людини, підготовка наукових кадрів, фінансова підтримка розвитку наукової інфраструктури та об'єктів, що становлять національне надбання	Національна академія	220472.3	0	0	220472.3	-35.78348517
Національна академія медичних наук України	6561060	Діагностика і лікування захворювань із впровадженням експериментальних та нових медичних технологій, спеціалізована консультативно-поліклінічна допомога, що надається науково-дослідними установами Національної академії медичних наук України	Національна академія	1053548.2	317703	63573.2	986.2	-26.03065377
Національна академія медичних наук України	6561090	Наукова і організаційна діяльність президії Національної академії медичних наук України	Національна академія	15553.4	8535.2	322.7	0	41.80257269
Національна академія медичних наук України	6561160	Реалізація пілотного проекту щодо зміни механізму фінансування надання медичної допомоги у окремих науково-дослідних установах Національної академії медичних наук України	Національна академія	200000	0	0	0	-
Національна академія медичних наук України	6561820	"Реставрація з реабілітацією та пристосуванням клінічного корпусу № 3 ДУ ""Інститут нейрохірургії ім. акад. А.П. Ромоданова НАМН України"" по вул. Платона Майбороди (Мануїльського), 32 в Шевченківському р-ні м. Києва"	Національна академія	90000	0	0	90000	56.53993748
Національна академія медичних наук України	6561830	Створення сучасної клінічної бази для хірургічного лікування очної патології (недобудованого лікувального корпусу за адресою м. Одеса, Французькій бул., 49/51)	Національна академія	57786.1	0	0	57786.1	-
Національна академія медичних наук України	6561840	"Будівництво лікувально-реабілітаційного корпусу ДУ ""Національний інститут серцево судинної хірургії ім. Амосова НАМНУ"""	Національна академія	7009	0	0	7009	-
Національна академія мистецтв України	6571020	Наукова і організаційна діяльність президії Національної академії мистецтв України	Національна академія	13143.3	6224	412.7	75	42.68125289
Національна академія мистецтв України	6571030	Фундаментальні дослідження та підготовка наукових кадрів у сфері мистецтвознавства	Національна академія	10039.2	0	0	10039.2	39.60485341
Національна академія правових наук України	6581020	Наукова і організаційна діяльність президії Національної академії правових наук України	Національна академія	11222.9	4077.2	562.4	53	15.8095991
Національна академія правових наук України	6581040	Фундаментальні дослідження, прикладні наукові і науково-технічні розробки, виконання робіт за державними цільовими програмами і державним замовленням у сфері законодавства і права, підготовка наукових кадрів, фінансова підтримка розвитку наукової інфраструктури	Національна академія	24688.7	0	0	24688.7	28.66070483
Національна академія аграрних наук України	6591020	Наукова і організаційна діяльність президії Національної академії аграрних наук України	Національна академія	24763.7	11000.5	1192.8	68.8	10.34013176
Національна академія аграрних наук України	6591060	Фундаментальні дослідження, прикладні наукові і науково-технічні розробки, виконання робіт за державними цільовими програмами і державним замовленням у сфері агропромислового комплексу, підготовка наукових кадрів, фінансова підтримка технічного забезпечення наукових установ, розвитку наукової інфраструктури  та об'єктів, що становлять національне надбання	Національна академія	695720.8	0	0	695720.8	0.317612204
Національна академія аграрних наук України	6591080	Здійснення заходів щодо підтримки науково-дослідних господарств	Національна академія	1527.5	0	0	1527.5	-36.66818691
Національна академія аграрних наук України	6591100	"Збереження природно-заповідного фонду в біосферному заповіднику ""Асканія-Нова"""	Національна академія	19127.8	12949.2	1205.8	105	15.88045146
Управління державної охорони України	6601020	Державна охорона органів державної влади та посадових осіб	Комітети, Комісії, Ради та інше	811918	579816.4	7000	43372.5	27.49431946
Управління державної охорони України	6601030	Будівництво (придбання) житла для військовослужбовців Управління державної охорони України	Комітети, Комісії, Ради та інше	40000	0	0	40000	0.409401764
Фонд державного майна України	6611010	Керівництво та управління у сфері державного майна	Фонд державного майна України	236273.2	173581.3	12026.6	30	47.92975218
Фонд державного майна України	6611020	Заходи, пов'язані з проведенням приватизації державного майна	Фонд державного майна України	20000	0	0	0	76.72244022
Служба зовнішньої розвідки України	6621010	Забезпечення розвідувальної діяльності у сфері безпеки держави, спеціального захисту державних представництв за кордоном та діяльності підрозділів системи Служби зовнішньої розвідки України  	Служба зовнішньої розвідки України	982115.7	621953.3	20616.7	158250.7	20.22778161
Служба зовнішньої розвідки України	6621030	Будівництво (придбання) житла для військовослужбовців Служби зовнішньої розвідки України	Служба зовнішньої розвідки України	10000	0	0	10000	0.01245155
Адміністрація Державної служби спеціального зв'язку та захисту інформації України	6641010	Забезпечення функціонування державної системи спеціального зв'язку та захисту інформації	Комітети, Комісії, Ради та інше	947902.4	628478.2	38726.4	21966.6	27.72233941
Адміністрація Державної служби спеціального зв'язку та захисту інформації України	6641020	Розвиток і модернізація державної системи спеціального зв'язку та захисту інформації	Комітети, Комісії, Ради та інше	399221.5	0	0	369221.5	133.768841
Адміністрація Державної служби спеціального зв'язку та захисту інформації України	6641050	Підготовка кадрів для сфери зв'язку вищими навчальними закладами ІІІ та ІV рівнів акредитації	Комітети, Комісії, Ради та інше	62342.8	35750.1	3503.5	102.2	25.39420708
Адміністрація Державної служби спеціального зв'язку та захисту інформації України	6641060	Будівництво (придбання) житла для військовослужбовців Державної служби спеціального зв'язку та захисту інформації України	Комітети, Комісії, Ради та інше	1000	0	0	1000	0.814403959
Адміністрація Державної служби спеціального зв'язку та захисту інформації України	6641140	Видатки для Адміністрації Державної служби спеціального зв’язку та захисту інформації України на реалізацію заходів щодо підвищення обороноздатності і безпеки держави	Комітети, Комісії, Ради та інше	200000	0	0	200000	?
Головне управління урядового фельд’єгерського зв’язку Державної служби спеціального зв'язку та захисту інформації України	6642010	Доставка дипломатичної кореспонденції за кордон і в Україну	Комітети, Комісії, Ради та інше	2609.9	0	0	0	27.15775056
Головне управління урядового фельд’єгерського зв’язку Державної служби спеціального зв'язку та захисту інформації України	6642020	Доставка спеціальної службової кореспонденції органам державної влади	Комітети, Комісії, Ради та інше	115349.9	68482.2	2355.1	3956.5	30.56867956
Центральна виборча комісія	6731010	Керівництво та управління у сфері проведення виборів та референдумів	Комітети, Комісії, Ради та інше	76625.6	46558.6	2784	2500	13.31086309
Центральна виборча комісія	6731020	Проведення виборів народних депутатів України 	Комітети, Комісії, Ради та інше	32167.6	0	0	0	11.87453828
Центральна виборча комісія	6731050	Функціонування Державного реєстру виборців	Комітети, Комісії, Ради та інше	31426.2	0	0	0	3.292117507
Центральна виборча комісія	6741020	Субвенція з державного бюджету місцевим бюджетам на проведення виборів депутатів місцевих рад та сільських, селищних, міських голів	Комітети, Комісії, Ради та інше	20000	0	0	0	-60.68672251
Обласні державні адміністрації	7721010	Здійснення виконавчої влади у Вінницькій області	Обласні державні адміністрації	359079.9	279002.5	14585.5	372.5	50.68907253
Обласні державні адміністрації	7731010	Здійснення виконавчої влади у Волинській області	Обласні державні адміністрації	222609.4	172147.5	9498.8	77.8	34.1926302
Обласні державні адміністрації	7741010	Здійснення виконавчої влади у Дніпропетровській області	Обласні державні адміністрації	352367.8	271368.6	15358.4	898.4	58.68411073
Обласні державні адміністрації	7751010	Здійснення виконавчої влади у Донецькій області	Обласні державні адміністрації	327478.2	255292.1	10764.7	147	30.82170417
Обласні державні адміністрації	7761010	Здійснення виконавчої влади у Житомирській області	Обласні державні адміністрації	299057.4	229772.5	14380.6	13	37.39335671
Обласні державні адміністрації	7771010	Здійснення виконавчої влади у Закарпатській області	Обласні державні адміністрації	227598.9	176336.8	9188.7	64	41.15840689
Обласні державні адміністрації	7781010	Здійснення виконавчої влади у Запорізькій області	Обласні державні адміністрації	270399.4	206571.2	14793.4	0	24.93904959
Обласні державні адміністрації	7791010	Здійснення виконавчої влади в Івано-Франківській області	Обласні державні адміністрації	249783.7	193709.1	9668	130	51.97602621
Обласні державні адміністрації	7801010	Здійснення виконавчої влади у Київській області	Обласні державні адміністрації	355076.8	267822.1	23149.7	250	52.73517853
Обласні державні адміністрації	7811010	Здійснення виконавчої влади у Кіровоградській області	Обласні державні адміністрації	258974	199996.8	11024.1	08.Вер	58.12660161
Обласні державні адміністрації	7821010	Здійснення виконавчої влади у Луганській області	Обласні державні адміністрації	271174.2	210072.2	10680.4	0	29.18255262
Обласні державні адміністрації	7831010	Здійснення виконавчої влади у Львівській області	Обласні державні адміністрації	305744.6	238550.8	10717.8	0	25.00399959
Обласні державні адміністрації	7841010	Здійснення виконавчої влади у Миколаївській області	Обласні державні адміністрації	238945.3	185047.6	9584.7	121.5	62.67825486
Обласні державні адміністрації	7851010	Здійснення виконавчої влади в Одеській області	Обласні державні адміністрації	339972	264678.3	11912.2	0	62.11208446
Обласні державні адміністрації	7861010	Здійснення виконавчої влади у Полтавській області	Обласні державні адміністрації	288883.8	222039.6	14679	138	21.91278188
Обласні державні адміністрації	7871010	Здійснення виконавчої влади у Рівненській області	Обласні державні адміністрації	227460.9	175588.7	10099.8	119.5	38.29453816
Обласні державні адміністрації	7881010	Здійснення виконавчої влади у Сумській області	Обласні державні адміністрації	243122.3	189913.2	8531.3	58	40.38259317
Обласні державні адміністрації	7891010	Здійснення виконавчої влади у Тернопільській області	Обласні державні адміністрації	246259.2	190518.2	9378.3	256	43.7720625
Обласні державні адміністрації	7901010	Здійснення виконавчої влади у Харківській області	Обласні державні адміністрації	379829.5	292922.2	13890	46.6	65.18212868
Обласні державні адміністрації	7911010	Здійснення виконавчої влади у Херсонській області	Обласні державні адміністрації	218593.5	169065.5	9699.7	0	47.94230962
